"MSZoning","LotFrontage","Utilities","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Electrical","BsmtFullBath","BsmtHalfBath","KitchenQual","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","MSSubClass","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
"RL",60,"AllPub","None",0,"TA","TA","No","GLQ",660,"Unf",0,204,864,"SBrkr",1,0,"TA","Typ","Detchd",1982,"Unf",2,732,"TA","TA",20,8499,"Pave","IR1","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",864,0,864,1,0,3,1,5,0,"Y",0,312,0,6,2009,"WD","Normal"
"RL",74,"AllPub","None",0,"TA","TA","No","BLQ",248,"Rec",240,448,936,"SBrkr",1,0,"TA","Typ","Attchd",1956,"Fin",1,308,"TA","TA",20,5868,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",936,0,936,1,0,2,1,4,0,"Y",0,0,80,5,2010,"WD","Normal"
"RL",109,NA,"None",0,"Gd","TA","No","GLQ",0,"Unf",0,0,0,"FuseA",0,0,"TA","Min1","Detchd",1975,"Unf",1,280,"TA","TA",30,21780,"Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,4,1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","Fa","Fa","CBlock","GasA","TA","N",810,0,810,1,0,1,1,4,0,"N",119,24,0,3,2009,"ConLD","Normal"
"RL",94,"AllPub","BrkFace",402,"Gd","TA","No","GLQ",1023,"Unf",0,213,1236,"SBrkr",1,0,"Gd","Typ","Attchd",1996,"RFn",3,787,"TA","TA",60,14311,"Pave","IR1","Lvl","FR3","Gtl","NWAmes","Norm","Norm","1Fam","2Story",8,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1236,1104,2340,2,1,4,1,9,1,"Y",192,180,218,6,2008,"WD","Normal"
"RL",40,"AllPub","BrkFace",128,"Gd","TA","Gd","GLQ",1065,"Unf",0,92,1157,"SBrkr",1,0,"TA","Typ","Attchd",1988,"Fin",2,454,"TA","TA",60,14364,"Pave","IR1","Low","Inside","Mod","SawyerW","Norm","Norm","1Fam","2Story",7,5,1988,1989,"Gable","CompShg","Plywood","Plywood","Gd","TA","CBlock","GasA","Ex","Y",1180,882,2062,2,1,3,1,7,1,"Y",60,55,0,4,2007,"WD","Normal"
"RL",75,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,738,738,"SBrkr",0,0,"Gd","Typ","Attchd",2006,"Fin",2,440,"TA","TA",60,9073,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",738,754,1492,2,1,3,1,8,0,"Y",100,32,0,10,2006,"New","Partial"
"RL",85,"AllPub","Stone",286,"Ex","TA","No","GLQ",998,"Unf",0,177,1175,"SBrkr",1,0,"Ex","Typ","BuiltIn",2005,"Fin",3,736,"TA","TA",60,11924,"Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","WdShing","Wd Shng","Ex","TA","PConc","GasA","Ex","Y",1182,1142,2324,3,0,4,1,11,2,"Y",147,21,0,7,2006,"New","Partial"
"RL",73,"AllPub","BrkFace",196,"Gd","TA","Gd","GLQ",690,"Unf",0,814,1504,"SBrkr",1,0,"Gd","Typ","Attchd",1996,"Fin",2,478,"TA","TA",20,11883,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1996,1996,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1504,0,1504,2,0,3,1,6,1,"Y",115,66,0,6,2009,"WD","Normal"
"RL",61,"AllPub","BrkFace",44,"TA","TA","No","Unf",0,"Unf",0,1488,1488,"SBrkr",0,0,"TA","Typ","Attchd",1950,"RFn",2,738,"TA","TA",20,47280,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,1950,1950,"Hip","CompShg","AsbShng","AsbShng","TA","TA","CBlock","GasA","Gd","Y",1488,0,1488,2,1,3,1,6,1,"Y",0,0,180,7,2008,"WD","Family"
"RL",57,"AllPub","None",0,"Gd","TA","No","ALQ",353,"Unf",0,525,878,"SBrkr",0,0,"TA","Typ","Attchd",1997,"RFn",2,513,"TA","TA",60,9337,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",892,800,1692,2,1,3,1,8,1,"Y",0,39,0,4,2010,"WD","Normal"
"RL",71,"AllPub","Stone",338,"Gd","TA","Gd","GLQ",1513,"Unf",0,125,1638,"SBrkr",1,0,"Gd","Typ","Attchd",2008,"RFn",3,800,"TA","TA",20,9520,"Pave","IR1","HLS","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1646,0,1646,2,0,3,1,7,1,"Y",192,44,0,4,2008,"New","Partial"
"RL",85,"AllPub","BrkFace",219,"Gd","TA","Av","GLQ",783,"Unf",0,678,1461,"SBrkr",1,0,"Gd","Typ","Attchd",1988,"RFn",2,600,"TA","TA",80,10200,"Pave","Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","CBlock","GasA","Ex","Y",1509,0,1509,2,0,3,1,5,1,"Y",224,0,0,8,2008,"WD","Abnorml"
"RL",80,"AllPub","BrkFace",166,"Gd","TA","No","GLQ",585,"Unf",0,856,1441,"SBrkr",0,0,"Gd","Typ","Attchd",2002,"Fin",3,650,"TA","TA",20,10000,"Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1392,0,1392,2,0,3,1,6,1,"Y",168,49,0,12,2007,"WD","Normal"
"RL",72,"AllPub","None",0,"Gd","TA","No","GLQ",695,"Unf",0,253,948,"SBrkr",1,0,"Gd","Typ","Attchd",1994,"RFn",2,463,"TA","TA",60,8880,"Pave","IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1222,888,2110,2,1,3,1,8,2,"Y",0,130,0,5,2010,"WD","Normal"
"RL",80,"AllPub","None",288,"TA","TA","No","Rec",247,"Unf",0,485,732,"SBrkr",1,0,"TA","Min2","Attchd",1972,"RFn",2,484,"TA","TA",60,10400,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","Gd","Y",1012,778,1790,1,2,4,1,8,1,"Y",148,0,0,11,2006,"WD","Normal"
"RL",80,"AllPub","BrkFace",157,"TA","Fa","Gd","LwQ",568,"Unf",0,264,832,"SBrkr",0,0,"Gd","Typ","Attchd",1966,"Fin",2,444,"TA","TA",60,12205,"Pave","IR1","Low","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Gd","Y",976,1111,2087,2,1,5,1,9,0,"Y",133,168,0,7,2007,"WD","Normal"
"RL",65,"AllPub","BrkFace",90,"TA","TA","No","BLQ",162,"Rec",270,450,882,"SBrkr",0,0,"TA","Typ","Attchd",1968,"Unf",1,294,"TA","TA",20,8450,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",909,0,909,1,0,3,1,5,0,"Y",0,155,0,11,2006,"COD","Normal"
"RL",70,"AllPub","BrkFace",149,"Gd","TA","No","Unf",0,"Unf",0,1284,1284,"SBrkr",0,0,"Gd","Typ","Attchd",2002,"RFn",2,647,"TA","TA",60,9375,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1284,885,2169,2,1,3,1,7,1,"Y",192,87,0,8,2007,"WD","Normal"
"FV",30,"AllPub","Stone",76,"Gd","TA","Av","GLQ",294,"Unf",0,318,612,"SBrkr",0,0,"Gd","Typ","Detchd",2009,"RFn",2,528,"TA","TA",160,3000,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",612,612,1224,2,1,2,1,4,0,"Y",0,234,0,6,2009,"New","Partial"
"FV",35,"AllPub","BrkFace",218,"Gd","TA","No","GLQ",450,"Unf",0,241,691,"SBrkr",1,0,"Gd","Typ","Detchd",1999,"Unf",2,506,"TA","TA",160,3735,"Pave","Reg","Lvl","FR3","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","Gd","TA","PConc","GasA","Ex","Y",713,739,1452,2,1,3,1,6,0,"Y",0,34,0,3,2006,"WD","Normal"
"RL",85,"AllPub","None",0,"Gd","TA","No","ALQ",767,"Unf",0,441,1208,"SBrkr",1,0,"TA","Typ","Attchd",1977,"RFn",2,546,"TA","TA",20,11250,"Pave","IR1","Lvl","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","Gd","TA","CBlock","GasA","TA","Y",1208,0,1208,1,1,3,1,6,1,"Y",198,42,0,6,2006,"WD","Normal"
"RL",79,"AllPub","None",0,"Gd","TA","Av","Unf",0,"Unf",0,704,704,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"Fin",2,440,"TA","TA",60,11646,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",704,718,1422,2,1,3,1,7,1,"Y",36,28,0,7,2009,"WD","Normal"
"RL",84,"AllPub","BrkFace",101,"TA","TA","No","Rec",643,"Unf",0,445,1088,"SBrkr",0,0,"TA","Typ","Attchd",1965,"RFn",2,440,"TA","TA",20,8658,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","Ex","Y",1324,0,1324,2,0,3,1,6,1,"Y",0,138,0,12,2006,"WD","Abnorml"
"RM",50,"AllPub","None",0,"TA","TA","No","ALQ",374,"Unf",0,487,861,"SBrkr",0,1,"TA","Typ","Detchd",1950,"Fin",2,506,"TA","TA",50,7000,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1926,1950,"Hip","CompShg","MetalSd","MetalSd","TA","TA","PConc","GasA","Ex","Y",861,424,1285,1,0,3,1,6,0,"Y",96,0,132,5,2006,"WD","Normal"
"RL",75,"AllPub","None",0,"TA","TA","No","Rec",774,"Unf",0,330,1104,"SBrkr",1,0,"TA","Typ","Attchd",1956,"RFn",1,384,"TA","TA",20,10425,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1958,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Gd","Y",1104,0,1104,1,0,3,1,5,0,"Y",0,0,0,4,2008,"WD","Normal"
"RL",38,"AllPub","None",0,"Gd","TA","No","GLQ",786,"Unf",0,474,1260,"SBrkr",1,0,"Ex","Typ","Attchd",1996,"Fin",2,500,"TA","TA",120,14963,"Pave","IR2","Lvl","Inside","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1996,1996,"Gable","CompShg","BrkFace","BrkFace","Gd","TA","PConc","GasA","Ex","Y",1288,0,1288,1,1,1,1,4,2,"Y",120,30,0,12,2008,"WD","Normal"
"RL",34,"AllPub","Stone",166,"Gd","TA","No","GLQ",904,"Unf",0,410,1314,"SBrkr",1,0,"Gd","Typ","Attchd",2008,"RFn",2,626,"TA","TA",120,5001,"Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1314,0,1314,2,0,2,1,6,1,"Y",172,62,0,7,2009,"WD","Normal"
"RL",94,"AllPub","None",0,"TA","TA","Mn","GLQ",1018,"Unf",0,1153,2171,"SBrkr",2,0,"TA","Maj1","Attchd",1977,"RFn",3,1008,"TA","TA",190,22136,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,5,1925,1975,"Gable","CompShg","MetalSd","MetalSd","TA","Fa","CBlock","GasA","TA","Y",1392,1248,2640,2,1,5,1,10,1,"N",631,48,148,7,2006,"WD","Normal"
"RL",80,"AllPub","None",0,"TA","TA","No","BLQ",826,"Unf",0,219,1045,"SBrkr",1,0,"TA","Typ","Attchd",1963,"RFn",1,264,"TA","TA",20,7936,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1045,0,1045,1,0,3,1,6,1,"Y",0,0,0,4,2009,"WD","Normal"
"RL",45,"AllPub","None",0,"TA","TA","No","BLQ",41,"Unf",0,823,864,"FuseF",1,0,"TA","Typ","Detchd",1939,"Unf",0,0,"TA","TA",30,8248,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","TA","TA","BrkTil","GasA","TA","N",864,0,864,1,0,2,1,5,0,"N",0,0,100,9,2008,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","Fa","Mn","LwQ",236,"Rec",380,0,616,"SBrkr",0,1,"TA","Typ","Detchd",1941,"Unf",1,200,"TA","Fa",50,9084,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","TA","N",616,495,1111,1,0,3,1,5,0,"Y",48,0,0,3,2008,"ConLw","Normal"
"RL",57,"AllPub","BrkFace",143,"Gd","TA","Gd","GLQ",1073,"Unf",0,342,1415,"SBrkr",1,0,"Gd","Typ","Attchd",2003,"Fin",3,644,"TA","TA",120,3940,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1455,0,1455,2,0,2,1,6,1,"Y",156,20,0,8,2008,"WD","Normal"
"RL",64,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,816,816,"SBrkr",0,0,"Gd","Typ","Detchd",1916,"Unf",2,440,"TA","TA",30,8574,"Pave","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1916,2000,"Gable","CompShg","Stucco","Stucco","Gd","TA","BrkTil","GasA","Ex","Y",1232,0,1232,1,0,3,1,6,1,"Y",0,0,180,10,2009,"WD","Normal"
"FV",60,"AllPub","None",0,"Gd","Gd","No","Unf",0,"Unf",0,1293,1293,"SBrkr",1,0,"Gd","Typ","Attchd",2006,"RFn",2,572,"TA","TA",20,7200,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1301,0,1301,2,0,2,1,5,1,"Y",216,121,0,8,2006,"New","Partial"
"RH",60,"AllPub","None",0,"TA","TA","No","BLQ",641,"Unf",0,187,828,"SBrkr",1,0,"TA","Typ","Detchd",1979,"Unf",1,300,"TA","TA",20,7800,"Pave","Reg","Lvl","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","Gd","Y",965,0,965,1,0,3,1,6,0,"Y",421,0,0,7,2006,"WD","Abnorml"
"RL",83,"AllPub","Stone",0,"Gd","TA","Av","Unf",0,"Unf",0,1689,1689,"SBrkr",0,0,"Gd","Typ","Attchd",2007,"RFn",3,954,"TA","TA",20,9849,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1689,0,1689,2,0,3,1,7,0,"Y",0,56,0,6,2007,"New","Partial"
"RL",90,"AllPub","None",0,"TA","TA","No","Rec",415,"Unf",0,418,833,"SBrkr",0,0,"Gd","Typ","Detchd",1955,"Unf",1,326,"TA","TA",20,5400,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","GasA","Ex","Y",833,0,833,1,0,2,1,4,0,"Y",0,0,0,8,2006,"WD","Normal"
"RL",65,"AllPub","BrkFace",90,"TA","TA","No","BLQ",162,"Rec",270,450,882,"SBrkr",0,0,"TA","Typ","Attchd",1968,"Unf",1,294,"TA","TA",20,8450,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",909,0,909,1,0,3,1,5,0,"Y",0,155,0,11,2006,"COD","Normal"
"RL",60,"AllPub","None",0,"Gd","TA","No","GLQ",588,"Unf",0,402,990,"SBrkr",1,0,"TA","Typ","Attchd",1920,"Unf",0,0,"TA","TA",20,8070,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",990,0,990,1,0,3,1,5,0,"Y",0,0,0,8,2007,"WD","Normal"
"RL",50,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,1332,1332,"SBrkr",0,0,"Gd","Typ","Attchd",1990,"RFn",2,542,"TA","TA",120,7175,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1990,1991,"Gable","CompShg","Plywood","ImStucc","Gd","TA","PConc","GasA","Gd","Y",1332,0,1332,2,0,2,1,5,0,"Y",0,60,0,2,2009,"WD","Normal"
"RL",105,"AllPub","BrkFace",400,"Ex","TA","Gd","GLQ",1430,"Unf",0,564,1994,"SBrkr",1,0,"Ex","Typ","Attchd",2005,"Fin",3,878,"TA","TA",20,15431,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Ex","TA","PConc","GasA","Ex","Y",2046,0,2046,2,1,2,1,7,2,"Y",188,65,0,8,2007,"WD","Normal"
"RL",85,"AllPub","None",0,"Gd","TA","Av","GLQ",368,"BLQ",1120,0,1488,"SBrkr",1,0,"Gd","Typ","Attchd",1985,"RFn",2,528,"TA","TA",120,6820,"Pave","IR1","Lvl","Corner","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","TA","Y",1502,0,1502,1,1,1,1,4,0,"Y",0,54,0,6,2010,"WD","Normal"
"RL",56,"AllPub","BrkFace",870,"Ex","TA","No","GLQ",1410,"Unf",0,438,1848,"SBrkr",1,0,"Ex","Typ","Attchd",2006,"Fin",3,706,"TA","TA",60,20431,"Pave","IR2","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","Ex","TA","PConc","GasA","Ex","Y",1848,880,2728,2,1,4,1,10,2,"Y",0,0,0,4,2006,"New","Partial"
"RL",71,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,1041,1041,"SBrkr",0,0,"TA","Typ","Attchd",1958,"RFn",1,294,"TA","TA",20,7350,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1958,"Hip","CompShg","BrkFace","BrkFace","TA","TA","CBlock","GasA","Gd","Y",1041,0,1041,1,0,3,1,6,0,"Y",0,0,0,3,2009,"WD","Normal"
"RM",21,"AllPub","BrkFace",408,"TA","Fa","No","BLQ",309,"Unf",0,174,483,"SBrkr",0,0,"TA","Typ","Detchd",1973,"Unf",1,264,"TA","TA",160,1953,"Pave","Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",483,504,987,1,1,2,1,5,0,"Y",72,0,0,6,2006,"WD","Normal"
"RL",92,"AllPub","None",0,"Fa","TA","No","Unf",0,"Unf",0,504,504,"SBrkr",0,0,"TA","Typ","Attchd",1986,"Unf",2,576,"TA","TA",50,7438,"Pave","IR1","Lvl","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1.5Fin",5,8,1908,1991,"Gable","CompShg","AsbShng","Plywood","TA","TA","PConc","GasA","Gd","Y",936,316,1252,1,0,3,1,5,0,"Y",104,0,0,6,2006,"WD","Normal"
"RM",44,"AllPub","Stone",481,"Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"SBrkr",1,1,"Gd","Typ","Attchd",2006,"Fin",2,538,"TA","TA",120,4750,"Pave","IR1","HLS","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1625,0,1625,2,0,2,1,5,1,"Y",123,0,0,12,2007,"WD","Family"
"RL",85,"AllPub","None",0,"TA","TA","No","ALQ",108,"Unf",0,350,458,"SBrkr",0,0,"TA","Typ","Basment",1920,"Unf",1,366,"Fa","TA",30,10625,"Pave","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","GasA","Fa","N",835,0,835,1,0,2,1,5,0,"Y",0,0,77,5,2010,"COD","Abnorml"
"RL",57,"AllPub","None",0,"Gd","TA","Av","GLQ",298,"Unf",0,572,870,"SBrkr",0,0,"TA","Typ","Detchd",1998,"Unf",2,576,"TA","TA",85,8846,"Pave","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",914,0,914,1,0,2,1,5,0,"Y",0,0,0,7,2006,"WD","Normal"
"RL",72,"AllPub","None",0,"TA","TA","Av","ALQ",288,"Unf",0,396,684,"SBrkr",0,0,"TA","Typ","Attchd",1976,"Fin",2,440,"TA","TA",60,7200,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1976,2001,"Hip","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",684,714,1398,1,1,3,1,6,1,"Y",0,0,0,2,2008,"WD","Normal"
"C (all)",105,"AllPub","None",0,"TA","Fa","No","Unf",0,"Unf",0,1013,1013,"SBrkr",0,0,"Fa","Typ","Attchd",1920,"Fin",0,0,"TA","TA",50,8470,"Pave","IR1","Lvl","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood","Fa","Fa","CBlock","GasA","TA","N",1013,0,1526,1,0,2,1,6,0,"N",0,0,156,10,2009,"ConLD","Abnorml"
"RL",75,"AllPub","None",0,"TA","TA","No","LwQ",812,"Unf",0,124,936,"SBrkr",0,0,"TA","Min1","Attchd",1954,"Unf",1,286,"TA","TA",20,9000,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",1128,0,1128,1,0,2,1,5,0,"Y",0,0,0,6,2006,"WD","Family"
"RL",85,"AllPub","None",0,"TA","TA","No","ALQ",360,"Unf",0,360,720,"SBrkr",0,0,"TA","Typ","Attchd",1964,"Fin",2,480,"TA","TA",60,9350,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,6,1964,1964,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Gd","Y",720,720,1440,1,1,4,1,7,1,"Y",0,32,240,7,2006,"WD","Normal"
"RL",60,"AllPub","BrkFace",340,"TA","TA","No","Rec",0,"Unf",0,0,0,"FuseA",0,0,"TA","Typ","Detchd",1949,"Unf",2,400,"TA","TA",90,8544,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,1949,1950,"Gable","CompShg","Stucco","Stucco","TA","TA","Slab","Wall","Fa","N",1040,0,1040,2,0,2,2,6,0,"Y",0,0,0,5,2006,"WD","Normal"
"RL",74,"AllPub","BrkFace",280,"Gd","TA","Av","GLQ",546,"Unf",0,512,1058,"SBrkr",1,0,"Ex","Typ","BuiltIn",2003,"Fin",2,736,"TA","TA",60,10927,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1058,846,1904,2,1,3,1,8,1,"Y",179,60,0,6,2006,"WD","Normal"
"RM",60,"AllPub","None",0,"TA","Fa","No","Unf",0,"Unf",0,596,596,"FuseF",0,0,"Fa","Typ","Detchd",1924,"Unf",2,370,"Fa","Fa",50,10320,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Po","Y",834,596,1430,2,0,3,1,7,0,"Y",218,0,0,10,2006,"WD","Abnorml"
